城市,全部企业
琼中黎族苗族自治县,3
琼海市,29
甘南藏族自治州,13
甘孜藏族自治州,19
白城市,35
白山市,48
白沙黎族自治县,1
白银市,80
百色市,89
益阳市,107
盐城市,505
盘锦市,102
眉山市,104
石嘴山市,44
石家庄市,1025
石河子市,42
神农架林区,6
福州市,5197
秦皇岛市,135
红河哈尼族彝族自治州,92
绍兴市,545
绥化市,46
绵阳市,672
聊城市,420
肇庆市,183
胡杨河市,4
自贡市,130
舟山市,127
芜湖市,345
苏州市,4822
茂名市,187
荆州市,178
荆门市,104
莆田市,383
菏泽市,354
萍乡市,127
营口市,106
葫芦岛市,67
蚌埠市,170
衡水市,123
衡阳市,155
衢州市,192
襄阳市,373
西双版纳傣族自治州,42
西宁市,587
西安市,8781
西藏自治区,1
许昌市,168
贵港市,120
贵阳市,1995
贺州市,48
资阳市,52
赣州市,496
赤峰市,161
辽宁省沈抚示范区,1
辽源市,27
辽阳市,55
达州市,92
运城市,165
连云港市,301
迪庆藏族自治州,13
通化市,47
通辽市,120
遂宁市,98
遵义市,225
邢台市,101
那曲市,7
邯郸市,211
邵阳市,92
郑州市,4367
郴州市,132
鄂尔多斯市,303
鄂州市,73
酒泉市,135
重庆市,5415
金华市,963
金昌市,52
钦州市,89
铁岭市,45
铁门关市,3
铜仁市,90
铜川市,53
铜陵市,68
银川市,883
锡林郭勒盟,65
锦州市,104
镇江市,393
长春市,1633
长沙市,3994
长治市,202
阜新市,51
阜阳市,285
防城港市,46
阳江市,74
阳泉市,82
阿克苏地区,105
阿勒泰地区,21
阿坝藏族羌族自治州,20
阿拉善盟,21
阿拉尔市,8
阿里地区,2
陇南市,68
陵水黎族自治县,30
随州市,98
雅安市,37
青岛市,4174
鞍山市,186
韶关市,156
马鞍山市,192
驻马店市,99
鸡西市,31
鹤壁市,85
鹤岗市,20
鹰潭市,60
黄冈市,209
黄南藏族自治州,4
黄山市,57
黄石市,152
黑河市,34
黔东南苗族侗族自治州,78
黔南布依族苗族自治州,88
黔西南布依族苗族自治州,98
齐齐哈尔市,55
龙岩市,362
